director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Genndy Tartakovsky,Adam Sandler,Andy Samberg,Selena Gomez,Animation Comedy Family Fantasy,hotel transylvania 3: summer vacation,Adam Sandler Andy Samberg Selena Gomez Genndy Tartakovsky Animation Comedy Family Fantasy
Rawson Marshall Thurber,Dwayne Johnson,Neve Campbell,Chin Han,Action Thriller,skyscraper,Dwayne Johnson Neve Campbell Chin Han Rawson Marshall Thurber Action Thriller
Bo Burnham,Elsie Fisher,Josh Hamilton,Emily Robinson,Comedy Drama,eighth grade,Elsie Fisher Josh Hamilton Emily Robinson Bo Burnham Comedy Drama
Gus Van Sant,Joaquin Phoenix,Rooney Mara,Jonah Hill,Comedy Drama,"don't worry, he won't get far on foot",Joaquin Phoenix Rooney Mara Jonah Hill Gus Van Sant Comedy Drama
Rob Reiner,Woody Harrelson,Tommy Lee Jones,James Marsden,History Drama Thriller,shock and awe,Woody Harrelson Tommy Lee Jones James Marsden Rob Reiner History Drama Thriller
Ol Parker,Lily James,Amanda Seyfried,Pierce Brosnan,Comedy Romance,mamma mia! here we go again,Lily James Amanda Seyfried Pierce Brosnan Ol Parker Comedy Romance
Antoine Fuqua,Denzel Washington,Ashton Sanders,Pedro Pascal,Action Thriller Crime,the equalizer 2,Denzel Washington Ashton Sanders Pedro Pascal Antoine Fuqua Action Thriller Crime
Carlos López Estrada,Janina Gavankar,Ethan Embry,Daveed Diggs,Comedy Drama,blindspotting,Janina Gavankar Ethan Embry Daveed Diggs Carlos López Estrada Comedy Drama
Stephen Susco,Colin Woodell,Rebecca Rittenhouse,Betty Gabriel,Horror Thriller Mystery,unfriended: dark web,Colin Woodell Rebecca Rittenhouse Betty Gabriel Stephen Susco Horror Thriller Mystery
Shinsuke Sato,Shinsuke Sato (director); Sota Fukushi,Hana Sugisaki,unknown,Comedy,bleach,Shinsuke Sato (director); Sota Fukushi Hana Sugisaki unknown Shinsuke Sato Comedy
Édouard Deluc,Vincent Cassel,Tuheï Adams,Malik Zidi,Drama Romance,gauguin – voyage de tahiti,Vincent Cassel Tuheï Adams Malik Zidi Édouard Deluc Drama Romance
Christopher McQuarrie,Tom Cruise,Henry Cavill,Ving Rhames,Action Adventure,mission: impossible – fallout,Tom Cruise Henry Cavill Ving Rhames Christopher McQuarrie Action Adventure
Peter Rida Michail,Scott Menville,Khary Payton,Tara Strong,Animation Action Comedy Science Fiction,teen titans go! to the movies,Scott Menville Khary Payton Tara Strong Peter Rida Michail Animation Action Comedy Science Fiction
Tsui Hark,Tsui Hark (director),Chang Chia-lu,Chen Kuo-Fu (screenplay),Mystery Fantasy Adventure Action,detective dee: the four heavenly kings,Tsui Hark (director) Chang Chia-lu Chen Kuo-Fu (screenplay) Tsui Hark Mystery Fantasy Adventure Action
Elijah Bynum,Timothée Chalamet,Maika Monroe,Alex Roe,Drama Comedy Crime,hot summer nights,Timothée Chalamet Maika Monroe Alex Roe Elijah Bynum Drama Comedy Crime
Marc Turtletaub,Kelly Macdonald,Irrfan Khan,David Denman,Drama,puzzle,Kelly Macdonald Irrfan Khan David Denman Marc Turtletaub Drama
Ben Young,Michael Peña,Lizzy Caplan,Mike Colter,Action Drama Science Fiction Thriller,extinction,Michael Peña Lizzy Caplan Mike Colter Ben Young Action Drama Science Fiction Thriller
Marc Forster,Ewan McGregor,Hayley Atwell,Jim Cummings,Adventure Comedy Family Fantasy,christopher robin,Ewan McGregor Hayley Atwell Jim Cummings Marc Forster Adventure Comedy Family Fantasy
Jennifer Yuh Nelson,Amandla Stenberg,Mandy Moore,Harris Dickinson,Action Adventure Drama,the darkest minds,Amandla Stenberg Mandy Moore Harris Dickinson Jennifer Yuh Nelson Action Adventure Drama
Susanna Fogel,Mila Kunis,Kate McKinnon,Justin Theroux,Action Comedy,the spy who dumped me,Mila Kunis Kate McKinnon Justin Theroux Susanna Fogel Action Comedy
Desiree Akhavan,Chloë Grace Moretz,Sasha Lane,John Gallagher,Drama,the miseducation of cameron post,Chloë Grace Moretz Sasha Lane John Gallagher Desiree Akhavan Drama
Augustine Frizzell,Maia Mitchell,Camila Morrone,Kyle Mooney,Comedy,never goin' back,Maia Mitchell Camila Morrone Kyle Mooney Augustine Frizzell Comedy
Ken Marino,Nina Dobrev,Finn Wolfhard,Vanessa Hudgens,Romance Comedy,dog days,Nina Dobrev Finn Wolfhard Vanessa Hudgens Ken Marino Romance Comedy
Jon Turteltaub,Jason Statham,Li Bingbing,Rainn Wilson,Action Science Fiction Horror,the meg,Jason Statham Li Bingbing Rainn Wilson Jon Turteltaub Action Science Fiction Horror
Spike Lee,John David Washington,Adam Driver,Laura Harrier,Comedy Crime Drama History,blackkklansman,John David Washington Adam Driver Laura Harrier Spike Lee Comedy Crime Drama History
Sylvain White,Joey King,Julia Goldani Telles,Jaz Sinclair,Horror Mystery Thriller,slender man,Joey King Julia Goldani Telles Jaz Sinclair Sylvain White Horror Mystery Thriller
Jean-Stéphane Sauvaire,Joe Cole,unknown,unknown,Drama Action Crime,a prayer before dawn,Joe Cole unknown unknown Jean-Stéphane Sauvaire Drama Action Crime
Jon M. Chu,Constance Wu,Henry Golding,Gemma Chan,Comedy Drama Romance,crazy rich asians,Constance Wu Henry Golding Gemma Chan Jon M. Chu Comedy Drama Romance
Albert Hughes,Kodi Smit-McPhee,Leonor Varela,Jens Hultén,Adventure Drama,alpha,Kodi Smit-McPhee Leonor Varela Jens Hultén Albert Hughes Adventure Drama
Peter Berg,Mark Wahlberg,John Malkovich,Lauren Cohan,Action Thriller,mile 22,Mark Wahlberg John Malkovich Lauren Cohan Peter Berg Action Thriller
Björn Runge,Glenn Close,Jonathan Pryce,Christian Slater,Drama,the wife,Glenn Close Jonathan Pryce Christian Slater Björn Runge Drama
James Cox,Ansel Elgort,Taron Egerton,Kevin Spacey,Drama Thriller,billionaire boys club,Ansel Elgort Taron Egerton Kevin Spacey James Cox Drama Thriller
Jesse Peretz,Ethan Hawke,Rose Byrne,unknown,Comedy Drama Romance,"juliet, naked",Ethan Hawke Rose Byrne unknown Jesse Peretz Comedy Drama Romance
Rodrigo Cortés,AnnaSophia Robb,Uma Thurman,Isabelle Fuhrman,Thriller Drama Fantasy Horror,down a dark hall,AnnaSophia Robb Uma Thurman Isabelle Fuhrman Rodrigo Cortés Thriller Drama Fantasy Horror
Susan Johnson,Lana Condor,Noah Centineo,Anna Cathcart,Comedy Romance,to all the boys i've loved before,Lana Condor Noah Centineo Anna Cathcart Susan Johnson Comedy Romance
Brian Henson,Melissa McCarthy,Maya Rudolph,Joel McHale,Action Comedy Crime,the happytime murders,Melissa McCarthy Maya Rudolph Joel McHale Brian Henson Action Comedy Crime
Aneesh Chaganty,John Cho,Debra Messing,unknown,Thriller Mystery Drama,searching,John Cho Debra Messing unknown Aneesh Chaganty Thriller Mystery Drama
Michael Noer,Charlie Hunnam,Rami Malek,unknown,Drama,papillon,Charlie Hunnam Rami Malek unknown Michael Noer Drama
Oliver Daly,Alex Neustaedter,Becky G,Alex MacNicoll,Science Fiction Action Adventure Family,a.x.l.,Alex Neustaedter Becky G Alex MacNicoll Oliver Daly Science Fiction Action Adventure Family
Chris Weitz,Oscar Isaac,Ben Kingsley,Lior Raz,Drama History Thriller,operation finale,Oscar Isaac Ben Kingsley Lior Raz Chris Weitz Drama History Thriller
"Jonathan Baker, Josh Baker",Myles Truitt,Jack Reynor,Zoë Kravitz,Science Fiction Action,kin,"Myles Truitt Jack Reynor Zoë Kravitz Jonathan Baker, Josh Baker Science Fiction Action"
Lenny Abrahamson,Domhnall Gleeson,Ruth Wilson,Will Poulter,Mystery Horror,the little stranger,Domhnall Gleeson Ruth Wilson Will Poulter Lenny Abrahamson Mystery Horror
Victor Levin,Winona Ryder,Keanu Reeves,unknown,Romance Comedy Drama,destination wedding,Winona Ryder Keanu Reeves unknown Victor Levin Romance Comedy Drama
Brian A. Miller,Bruce Willis,Frank Grillo,Johnathon Schaech,Action Thriller Crime,reprisal,Bruce Willis Frank Grillo Johnathon Schaech Brian A. Miller Action Thriller Crime
Corin Hardy,Demián Bichir,Taissa Farmiga,Jonas Bloquet,Horror Mystery Thriller,the nun,Demián Bichir Taissa Farmiga Jonas Bloquet Corin Hardy Horror Mystery Thriller
Pierre Morel,Jennifer Garner,John Ortiz,Juan Pablo Raba,Action Thriller,peppermint,Jennifer Garner John Ortiz Juan Pablo Raba Pierre Morel Action Thriller
Shane Black,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,Science Fiction Action Adventure,the predator,Boyd Holbrook Trevante Rhodes Jacob Tremblay Shane Black Science Fiction Action Adventure
Yann Demange,Matthew McConaughey,Richie Merritt,Bel Powley,Crime Drama,white boy rick,Matthew McConaughey Richie Merritt Bel Powley Yann Demange Crime Drama
Paul Feig,Anna Kendrick,Blake Lively,Henry Golding,Crime Thriller Mystery Comedy,a simple favor,Anna Kendrick Blake Lively Henry Golding Paul Feig Crime Thriller Mystery Comedy
Richard Eyre,Emma Thompson,Stanley Tucci,Fionn Whitehead,Drama,the children act,Emma Thompson Stanley Tucci Fionn Whitehead Richard Eyre Drama
Craig William Macneill,Chloë Sevigny,Kristen Stewart,Jay Huguley,Crime Drama Thriller,lizzie,Chloë Sevigny Kristen Stewart Jay Huguley Craig William Macneill Crime Drama Thriller
Harold Cronk,Samuel Hunt,Merritt Patterson,Vanessa Bell Calloway,Drama,unbroken: path to redemption,Samuel Hunt Merritt Patterson Vanessa Bell Calloway Harold Cronk Drama
Stephen Cognetti,Vasile Flutur,Jillian Geurts,Joy Shatz,Horror,hell house llc ii: the abaddon hotel,Vasile Flutur Jillian Geurts Joy Shatz Stephen Cognetti Horror
Eli Roth,Jack Black,Cate Blanchett,Owen Vaccaro,Fantasy Family Comedy,the house with a clock in its walls,Jack Black Cate Blanchett Owen Vaccaro Eli Roth Fantasy Family Comedy
Dan Fogelman,Oscar Isaac,Olivia Wilde,Mandy Patinkin,Drama Romance,life itself,Oscar Isaac Olivia Wilde Mandy Patinkin Dan Fogelman Drama Romance
Jacques Audiard,John C. Reilly,Joaquin Phoenix,Jake Gyllenhaal,Drama Western,the sisters brothers,John C. Reilly Joaquin Phoenix Jake Gyllenhaal Jacques Audiard Drama Western
Sam Levinson,Odessa Young,Suki Waterhouse,Hari Nef,Thriller Horror Comedy,assassination nation,Odessa Young Suki Waterhouse Hari Nef Sam Levinson Thriller Horror Comedy
Donald Petrie,Emma Roberts,Hayden Christensen,Alyssa Milano,Comedy Romance,little italy,Emma Roberts Hayden Christensen Alyssa Milano Donald Petrie Comedy Romance
Wash Westmoreland,Keira Knightley,Dominic West,unknown,Drama History,colette,Keira Knightley Dominic West unknown Wash Westmoreland Drama History
Michael Moore,Michael Moore (director/screenplay),unknown,unknown,Documentary,fahrenheit 11/9,Michael Moore (director/screenplay) unknown unknown Michael Moore Documentary
Christian Carion,Guillaume Canet,Melanie Laurent,unknown,Thriller,my son,Guillaume Canet Melanie Laurent unknown Christian Carion Thriller
Lisa Dapolito,Lisa Dapolito (director); Gilda Radner,unknown,unknown,Documentary,"love, gilda",Lisa Dapolito (director); Gilda Radner unknown unknown Lisa Dapolito Documentary
Kenji Nagasaki,Justin Briner,Christopher R. Sabat,Clifford Chapin,Animation Action Adventure Fantasy,my hero academia: two heroes,Justin Briner Christopher R. Sabat Clifford Chapin Kenji Nagasaki Animation Action Adventure Fantasy
Karey Kirkpatrick,Channing Tatum,James Corden,Zendaya,Family Animation Adventure Fantasy,smallfoot,Channing Tatum James Corden Zendaya Karey Kirkpatrick Family Animation Adventure Fantasy
Malcolm D. Lee,Kevin Hart,Tiffany Haddish,Rob Riggle,Comedy,night school,Kevin Hart Tiffany Haddish Rob Riggle Malcolm D. Lee Comedy
David Lowery,Robert Redford,Casey Affleck,Danny Glover,Comedy Crime Drama,the old man & the gun,Robert Redford Casey Affleck Danny Glover David Lowery Comedy Crime Drama
Gregory Plotkin,Bex Taylor-Klaus,Amy Forsyth,Reign Edwards,Horror,hell fest,Bex Taylor-Klaus Amy Forsyth Reign Edwards Gregory Plotkin Horror
Ruben Fleischer,Tom Hardy,Michelle Williams,Riz Ahmed,Science Fiction Action,venom,Tom Hardy Michelle Williams Riz Ahmed Ruben Fleischer Science Fiction Action
Bradley Cooper,Bradley Cooper,Lady Gaga,Sam Elliott,Music Drama Romance,a star is born,Bradley Cooper Lady Gaga Sam Elliott Bradley Cooper Music Drama Romance
Peter Bogdanovich,Peter Bogdanovich (director),unknown,unknown,Documentary Comedy,the great buster: a celebration,Peter Bogdanovich (director) unknown unknown Peter Bogdanovich Documentary Comedy
Rupert Everett,Rupert Everett,Colin Firth,Colin Morgan,Drama,the happy prince,Rupert Everett Colin Firth Colin Morgan Rupert Everett Drama
Damien Chazelle,Ryan Gosling,Claire Foy,Jason Clarke,History Drama,first man,Ryan Gosling Claire Foy Jason Clarke Damien Chazelle History Drama
Drew Goddard,Jeff Bridges,Cynthia Erivo,Dakota Johnson,Thriller Drama Mystery Crime,bad times at the el royale,Jeff Bridges Cynthia Erivo Dakota Johnson Drew Goddard Thriller Drama Mystery Crime
Ari Sandel,Wendi McLendon-Covey,Madison Iseman,Jeremy Ray Taylor,Adventure Comedy Fantasy Family Horror,goosebumps 2: haunted halloween,Wendi McLendon-Covey Madison Iseman Jeremy Ray Taylor Ari Sandel Adventure Comedy Fantasy Family Horror
Felix van Groeningen,Steve Carell,Timothée Chalamet,Maura Tierney,Drama,beautiful boy,Steve Carell Timothée Chalamet Maura Tierney Felix van Groeningen Drama
Ike Barinholtz,Ike Barinholtz,Tiffany Haddish,Nora Dunn,Comedy,the oath,Ike Barinholtz Tiffany Haddish Nora Dunn Ike Barinholtz Comedy
Nick Searcy,Nick Searcy (director); Earl Billings,Dean Cain,Sarah Jane Morris,Drama Crime,gosnell: the trial of america's biggest serial killer,Nick Searcy (director); Earl Billings Dean Cain Sarah Jane Morris Nick Searcy Drama Crime
"Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei",Hannah Marks,Joey Power (directors/screenplay),Jeremy Allen White,Comedy Drama Romance,after everything,"Hannah Marks Joey Power (directors/screenplay) Jeremy Allen White Hannah Marks, Joey Power (directors/screenplay), Jeremy Allen White, Maika Monroe, DeRon Horton, Sasha Lane, Dean Winters, Gina Gershon, Marisa Tomei Comedy Drama Romance"
David Gordon Green,Jamie Lee Curtis,Judy Greer,Andi Matichak,Horror Thriller,halloween,Jamie Lee Curtis Judy Greer Andi Matichak David Gordon Green Horror Thriller
George Tillman Jr.,Amandla Stenberg,Regina Hall,Russell Hornsby,Crime Drama,the hate u give,Amandla Stenberg Regina Hall Russell Hornsby George Tillman Jr. Crime Drama
Marielle Heller,Melissa McCarthy,Richard E. Grant,unknown,Drama Crime Comedy,can you ever forgive me?,Melissa McCarthy Richard E. Grant unknown Marielle Heller Drama Crime Comedy
Jonah Hill,Sunny Suljic,Lucas Hedges,Katherine Waterston,Drama Comedy,mid90s,Sunny Suljic Lucas Hedges Katherine Waterston Jonah Hill Drama Comedy
Paul Dano,Carey Mulligan,Jake Gyllenhaal,Ed Oxenbould,Drama,wildlife,Carey Mulligan Jake Gyllenhaal Ed Oxenbould Paul Dano Drama
Elizabeth Chomko,Hilary Swank,Michael Shannon,Robert Forster,Drama,what they had,Hilary Swank Michael Shannon Robert Forster Elizabeth Chomko Drama
Donovan Marsh,Gerard Butler,Gary Oldman,Common,Action Thriller,hunter killer,Gerard Butler Gary Oldman Common Donovan Marsh Action Thriller
David Kerr,Rowan Atkinson,Olga Kurylenko,Ben Miller,Action Adventure Comedy,johnny english strikes again,Rowan Atkinson Olga Kurylenko Ben Miller David Kerr Action Adventure Comedy
Luca Guadagnino,Dakota Johnson,Tilda Swinton,Mia Goth,Fantasy Horror Thriller Drama,suspiria,Dakota Johnson Tilda Swinton Mia Goth Luca Guadagnino Fantasy Horror Thriller Drama
David G. Evans,Sarah Drew,Justin Bruening,Jason George,Drama War,indivisible,Sarah Drew Justin Bruening Jason George David G. Evans Drama War
David McCracken,Mike C. Nelson,Jenni Melear,David McCracken,Action Drama Thriller,bullitt county,Mike C. Nelson Jenni Melear David McCracken David McCracken Action Drama Thriller
Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Music Drama History,bohemian rhapsody,Rami Malek Lucy Boynton Gwilym Lee Bryan Singer Music Drama History
"Lasse Hallström, Joe Johnston",Keira Knightley,Mackenzie Foy,Eugenio Derbez,Fantasy Adventure Family,the nutcracker and the four realms,"Keira Knightley Mackenzie Foy Eugenio Derbez Lasse Hallström, Joe Johnston Fantasy Adventure Family"
Tyler Perry,Tiffany Haddish,Tika Sumpter,Omari Hardwick,Drama Comedy,nobody's fool,Tiffany Haddish Tika Sumpter Omari Hardwick Tyler Perry Drama Comedy
Joel Edgerton,Lucas Hedges,Nicole Kidman,Russell Crowe,Drama,boy erased,Lucas Hedges Nicole Kidman Russell Crowe Joel Edgerton Drama
Matthew Heineman,Rosamund Pike,Jamie Dornan,Stanley Tucci,Drama War,a private war,Rosamund Pike Jamie Dornan Stanley Tucci Matthew Heineman Drama War
Joseph Kahn,Calum Worthy,Jackie Long,Rory Uphold,Drama Comedy Music,bodied,Calum Worthy Jackie Long Rory Uphold Joseph Kahn Drama Comedy Music
Jason Reitman,Hugh Jackman,Vera Farmiga,J. K. Simmons,Drama History,the front runner,Hugh Jackman Vera Farmiga J. K. Simmons Jason Reitman Drama History
"Yarrow Cheney, Scott Mosier",Benedict Cumberbatch,Rashida Jones,Kenan Thompson,Animation Family Comedy Fantasy,the grinch,"Benedict Cumberbatch Rashida Jones Kenan Thompson Yarrow Cheney, Scott Mosier Animation Family Comedy Fantasy"
Fede Álvarez,Claire Foy,Sverrir Gudnason,Lakeith Stanfield,Thriller,the girl in the spider's web,Claire Foy Sverrir Gudnason Lakeith Stanfield Fede Álvarez Thriller
Julius Avery,Jovan Adepo,Wyatt Russell,Mathilde Ollivier,Horror War Science Fiction,overlord,Jovan Adepo Wyatt Russell Mathilde Ollivier Julius Avery Horror War Science Fiction
"Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits",Tim Blake Nelson,Zoe Kazan,Liam Neeson,Western Comedy Drama,the ballad of buster scruggs,"Tim Blake Nelson Zoe Kazan Liam Neeson Joel and Ethan Coen (directors/screenplay); Tim Blake Nelson, Zoe Kazan, Liam Neeson, Tom Waits Western Comedy Drama"
Daniel Fabelo & Matt Hullum,Gavin Free,Michael Jones,Burnie Burns,Science Fiction Action Adventure Comedy,lazer team 2,Gavin Free Michael Jones Burnie Burns Daniel Fabelo & Matt Hullum Science Fiction Action Adventure Comedy
Josh Webber,Josh Webber (director); Shaun Cairo (Screenplay),Jo Marie Payton,Gary Leroi Gray,Drama Thriller,conundrum: secrets among friends,Josh Webber (director); Shaun Cairo (Screenplay) Jo Marie Payton Gary Leroi Gray Josh Webber Drama Thriller
David Yates,Eddie Redmayne,Katherine Waterston,Dan Fogler,Fantasy Adventure Family,fantastic beasts: the crimes of grindelwald,Eddie Redmayne Katherine Waterston Dan Fogler David Yates Fantasy Adventure Family
Steve McQueen,Viola Davis,Michelle Rodriguez,Elizabeth Debicki,Crime Thriller,widows,Viola Davis Michelle Rodriguez Elizabeth Debicki Steve McQueen Crime Thriller
Peter Farrelly,Viggo Mortensen,Mahershala Ali,Linda Cardellini,Drama Comedy,green book,Viggo Mortensen Mahershala Ali Linda Cardellini Peter Farrelly Drama Comedy
Sean Anders,Mark Wahlberg,Rose Byrne,Isabela Moner,Comedy,instant family,Mark Wahlberg Rose Byrne Isabela Moner Sean Anders Comedy
"Rich Moore, Phil Johnston",John C. Reilly,Sarah Silverman,Gal Gadot,Family Animation Comedy Adventure,ralph breaks the internet,"John C. Reilly Sarah Silverman Gal Gadot Rich Moore, Phil Johnston Family Animation Comedy Adventure"
Steven Caple Jr.,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Drama Action,creed ii,Michael B. Jordan Sylvester Stallone Tessa Thompson Steven Caple Jr. Drama Action
Otto Bathurst,Taron Egerton,Jamie Foxx,Ben Mendelsohn,Animation Family,robin hood,Taron Egerton Jamie Foxx Ben Mendelsohn Otto Bathurst Animation Family
Alfonso Cuarón,Yalitza Aparicio,Marina de Tavira,Fernando Grediaga,Drama,roma,Yalitza Aparicio Marina de Tavira Fernando Grediaga Alfonso Cuarón Drama
Yorgos Lanthimos,Olivia Colman,Emma Stone,Rachel Weisz,Drama Comedy Thriller,the favourite,Olivia Colman Emma Stone Rachel Weisz Yorgos Lanthimos Drama Comedy Thriller
Andy Serkis,Rohan Chand,Christian Bale,Cate Blanchett,Adventure Drama,mowgli: legend of the jungle,Rohan Chand Christian Bale Cate Blanchett Andy Serkis Adventure Drama
Diederik van Rooijen,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell,Grey Damon,Kirby Johnson,Horror Drama,the possession of hannah grace,Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell Grey Damon Kirby Johnson Diederik van Rooijen Horror Drama
John McPhail,Ella Hunt,Malcolm Cumming,Marli Siu,Horror Comedy Fantasy,anna and the apocalypse,Ella Hunt Malcolm Cumming Marli Siu John McPhail Horror Comedy Fantasy
Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Drama,capernaum,Zain Al Rafeea Yordanos Shiferaw Boluwatife Treasure Bankole Nadine Labaki Drama
Johan Bodell,Christopher Lee Page,Caitlin Crommett,Erik Kammerland,Thriller Mystery Horror,the cabin,Christopher Lee Page Caitlin Crommett Erik Kammerland Johan Bodell Thriller Mystery Horror
Josie Rourke,Saoirse Ronan,Margot Robbie,Jack Lowden,Drama History,mary queen of scots,Saoirse Ronan Margot Robbie Jack Lowden Josie Rourke Drama History
Peter Hedges,Lucas Hedges,Julia Roberts,Kathryn Newton,Drama,ben is back,Lucas Hedges Julia Roberts Kathryn Newton Peter Hedges Drama
"Bob Persichetti, Peter Ramsey, Rodney Rothman",Shameik Moore,Jake Johnson,Hailee Steinfeld,Action Adventure Animation Science Fiction,spider-man: into the spider-verse,"Shameik Moore Jake Johnson Hailee Steinfeld Bob Persichetti, Peter Ramsey, Rodney Rothman Action Adventure Animation Science Fiction"
Christian Rivers,Hugo Weaving,Hera Hilmar,Robert Sheehan,Adventure Science Fiction,mortal engines,Hugo Weaving Hera Hilmar Robert Sheehan Christian Rivers Adventure Science Fiction
Clint Eastwood,Clint Eastwood,Bradley Cooper,Laurence Fishburne,Crime Drama Thriller,the mule,Clint Eastwood Bradley Cooper Laurence Fishburne Clint Eastwood Crime Drama Thriller
Barry Jenkins,Kiki Layne,Stephan James,Teyonah Parris,Romance Drama,if beale street could talk,Kiki Layne Stephan James Teyonah Parris Barry Jenkins Romance Drama
Rob Marshall,Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,Fantasy Family Comedy,mary poppins returns,Emily Blunt Lin-Manuel Miranda Ben Whishaw Rob Marshall Fantasy Family Comedy
James Wan,Jason Momoa,Amber Heard,Willem Dafoe,Action Adventure Fantasy,aquaman,Jason Momoa Amber Heard Willem Dafoe James Wan Action Adventure Fantasy
Travis Knight,Hailee Steinfeld,John Cena,Jorge Lendeborg Jr.,Action Adventure Science Fiction,bumblebee,Hailee Steinfeld John Cena Jorge Lendeborg Jr. Travis Knight Action Adventure Science Fiction
Robert Zemeckis,Steve Carell,Leslie Mann,Diane Kruger,Comedy Drama Fantasy,welcome to marwen,Steve Carell Leslie Mann Diane Kruger Robert Zemeckis Comedy Drama Fantasy
Peter Segal,Jennifer Lopez,Leah Remini,Vanessa Hudgens,Romance Comedy,second act,Jennifer Lopez Leah Remini Vanessa Hudgens Peter Segal Romance Comedy
Paweł Pawlikowski,Joanna Kulig,Tomasz Kot,Agata Kulesza,Drama Romance War Music,cold war,Joanna Kulig Tomasz Kot Agata Kulesza Paweł Pawlikowski Drama Romance War Music
Etan Cohen,Will Ferrell,John C. Reilly,Rebecca Hall,Mystery Adventure Comedy Crime,holmes & watson,Will Ferrell John C. Reilly Rebecca Hall Etan Cohen Mystery Adventure Comedy Crime
Adam McKay,Christian Bale,Amy Adams,Steve Carell,Thriller Science Fiction Action Adventure,vice,Christian Bale Amy Adams Steve Carell Adam McKay Thriller Science Fiction Action Adventure
Mimi Leder,Felicity Jones,Armie Hammer,Justin Theroux,Drama History,on the basis of sex,Felicity Jones Armie Hammer Justin Theroux Mimi Leder Drama History
Karyn Kusama,Nicole Kidman,Sebastian Stan,Toby Kebbell,Thriller Crime Drama Action,destroyer,Nicole Kidman Sebastian Stan Toby Kebbell Karyn Kusama Thriller Crime Drama Action
David Slade,Fionn Whitehead,Will Poulter,Asim Chaudhry,Science Fiction Mystery Drama Thriller TV Movie,black mirror: bandersnatch,Fionn Whitehead Will Poulter Asim Chaudhry David Slade Science Fiction Mystery Drama Thriller TV Movie
Adam Robitel,Taylor Russell,Logan Miller,Deborah Ann Woll,Horror Thriller Mystery,escape room,Taylor Russell Logan Miller Deborah Ann Woll Adam Robitel Horror Thriller Mystery
Jen McGowan,Hermione Corfield,Jay Paulson,Sean O'Bryan,Thriller Drama Action Crime,rust creek,Hermione Corfield Jay Paulson Sean O'Bryan Jen McGowan Thriller Drama Action Crime
Wilson Coneybeare,Donald Sutherland,Vincent Kartheiser,Oliver Dennis,Thriller,american hangman,Donald Sutherland Vincent Kartheiser Oliver Dennis Wilson Coneybeare Thriller
Charles Martin Smith,Bryce Dallas Howard,Edward James Olmos,Alexandra Shipp,Drama Adventure Family,a dog's way home,Bryce Dallas Howard Edward James Olmos Alexandra Shipp Charles Martin Smith Drama Adventure Family
Neil Burger,Bryan Cranston,Kevin Hart,Nicole Kidman,Comedy Drama,the upside,Bryan Cranston Kevin Hart Nicole Kidman Neil Burger Comedy Drama
Jeffrey Nachmanoff,Keanu Reeves,unknown,unknown,Science Fiction Thriller Drama,replicas,Keanu Reeves unknown unknown Jeffrey Nachmanoff Science Fiction Thriller Drama
Batán Silva,Natalia Dyer,Kyra Sedgwick,Tim Daly,Drama Family Thriller Science Fiction,after darkness,Natalia Dyer Kyra Sedgwick Tim Daly Batán Silva Drama Family Thriller Science Fiction
M. Night Shyamalan,James McAvoy,Bruce Willis,Samuel L. Jackson,Thriller Drama Science Fiction,glass,James McAvoy Bruce Willis Samuel L. Jackson M. Night Shyamalan Thriller Drama Science Fiction
Vicky Jewson,Noomi Rapace,Sophie Nélisse,Indira Varma,Drama,close,Noomi Rapace Sophie Nélisse Indira Varma Vicky Jewson Drama
Henry Dunham,James Badge Dale,Brian Geraghty,unknown,Drama Thriller Mystery,the standoff at sparrow creek,James Badge Dale Brian Geraghty unknown Henry Dunham Drama Thriller Mystery
Timothy Woodward Jr.,Lin Shaye,Michael Welch,Melissa Bolona,Horror,the final wish,Lin Shaye Michael Welch Melissa Bolona Timothy Woodward Jr. Horror
Joe Cornish,Louis Ashbourne Serkis,Dean Chaumoo,Tom Taylor,Action Adventure Fantasy Family,the kid who would be king,Louis Ashbourne Serkis Dean Chaumoo Tom Taylor Joe Cornish Action Adventure Fantasy Family
Steven Knight,Matthew McConaughey,Anne Hathaway,Jason Clarke,Science Fiction Action Adventure Thriller,serenity,Matthew McConaughey Anne Hathaway Jason Clarke Steven Knight Science Fiction Action Adventure Thriller
Grant Sputore,Grant Sputore (director),Michael Lloyd Green (screenplay/story),Clara Rugaard,Science Fiction Thriller,i am mother,Grant Sputore (director) Michael Lloyd Green (screenplay/story) Clara Rugaard Grant Sputore Science Fiction Thriller
